,gender,ethnicity,parent_ed,lunch,test_prep,math_score,reading_score,writing_score,prep_course,free_lunch,male,eth_B,eth_C,eth_D,eth_E,ped_shs,ped_hs,ped_sc,ped_ad,ped_md
576,male,group A,some college,standard,completed,61,51,52,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
577,female,group B,high school,standard,none,81,91,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
578,female,group B,some college,free/reduced,completed,48,56,58,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
579,female,group D,master's degree,standard,none,53,61,68,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
580,female,group D,some high school,standard,none,81,97,96,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
581,female,group E,some high school,standard,none,77,79,80,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
582,female,group D,bachelor's degree,free/reduced,none,63,73,78,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
583,female,group D,associate's degree,standard,completed,73,75,80,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
584,female,group D,some college,standard,none,69,77,77,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
585,female,group C,associate's degree,standard,none,65,76,76,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
586,female,group A,high school,standard,none,55,73,73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
587,female,group C,bachelor's degree,free/reduced,none,44,63,62,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
588,female,group C,some college,standard,none,54,64,65,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
589,female,group A,some high school,standard,none,48,66,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
590,male,group C,some college,free/reduced,none,58,57,54,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
591,male,group A,some high school,standard,none,71,62,50,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
592,male,group E,bachelor's degree,standard,none,68,68,64,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
593,female,group E,high school,standard,none,74,76,73,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
594,female,group C,bachelor's degree,standard,completed,92,100,99,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
595,female,group C,bachelor's degree,standard,completed,56,79,72,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
596,male,group B,high school,free/reduced,none,30,24,15,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
597,male,group A,some high school,standard,none,53,54,48,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
598,female,group D,high school,standard,none,69,77,73,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
599,female,group D,some high school,standard,none,65,82,81,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
600,female,group D,master's degree,standard,none,54,60,63,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
601,female,group C,high school,standard,none,29,29,30,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
602,female,group E,some college,standard,none,76,78,80,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
603,male,group D,high school,free/reduced,none,60,57,51,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
604,male,group D,master's degree,free/reduced,completed,84,89,90,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
605,male,group C,some high school,standard,none,75,72,62,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
606,female,group C,associate's degree,standard,none,85,84,82,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
607,female,group C,master's degree,free/reduced,none,40,58,54,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
608,female,group E,some college,standard,none,61,64,62,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
609,female,group B,associate's degree,standard,none,58,63,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
610,male,group D,some college,free/reduced,completed,69,60,63,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
611,female,group C,some college,standard,none,58,59,66,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
612,male,group C,bachelor's degree,standard,completed,94,90,91,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
613,female,group C,associate's degree,standard,none,65,77,74,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
614,female,group A,associate's degree,standard,none,82,93,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
615,female,group C,high school,standard,none,60,68,72,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
616,female,group E,bachelor's degree,standard,none,37,45,38,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
617,male,group D,bachelor's degree,standard,none,88,78,83,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
618,male,group D,master's degree,standard,none,95,81,84,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
619,male,group C,associate's degree,free/reduced,completed,65,73,68,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
620,female,group C,high school,free/reduced,none,35,61,54,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
621,male,group B,bachelor's degree,free/reduced,none,62,63,56,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
622,male,group C,high school,free/reduced,completed,58,51,52,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
623,male,group A,some college,standard,completed,100,96,86,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
624,female,group E,bachelor's degree,free/reduced,none,61,58,62,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
625,male,group D,some college,standard,completed,100,97,99,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
626,male,group B,associate's degree,free/reduced,completed,69,70,63,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
627,male,group D,associate's degree,standard,none,61,48,46,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
628,male,group D,some college,free/reduced,none,49,57,46,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
629,female,group C,some high school,standard,completed,44,51,55,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
630,male,group D,some college,standard,none,67,64,70,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
631,male,group B,high school,standard,none,79,60,65,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
632,female,group B,bachelor's degree,standard,completed,66,74,81,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
633,female,group C,high school,standard,none,75,88,85,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
634,male,group D,some high school,standard,none,84,84,80,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
635,male,group A,high school,standard,none,71,74,64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
636,female,group B,high school,free/reduced,completed,67,80,81,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
637,female,group D,some high school,standard,completed,80,92,88,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
638,male,group E,some college,standard,none,86,76,74,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
639,female,group D,associate's degree,standard,none,76,74,73,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
640,male,group D,high school,standard,none,41,52,51,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
641,female,group D,associate's degree,free/reduced,completed,74,88,90,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
642,female,group B,some high school,free/reduced,none,72,81,79,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
643,female,group E,high school,standard,completed,74,79,80,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
644,male,group B,high school,standard,none,70,65,60,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
645,female,group B,bachelor's degree,standard,completed,65,81,81,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
646,female,group D,associate's degree,standard,none,59,70,65,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
647,female,group E,high school,free/reduced,none,64,62,68,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
648,female,group B,high school,standard,none,50,53,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
649,female,group D,some college,standard,completed,69,79,81,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
650,male,group C,some high school,free/reduced,completed,51,56,53,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
651,female,group A,high school,standard,completed,68,80,76,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
652,female,group D,some college,standard,completed,85,86,98,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
653,female,group A,associate's degree,standard,completed,65,70,74,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
654,female,group B,some high school,standard,none,73,79,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
655,female,group B,some college,standard,none,62,67,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
656,male,group C,associate's degree,free/reduced,none,77,67,64,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
657,male,group D,some high school,standard,none,69,66,61,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
658,female,group D,associate's degree,free/reduced,none,43,60,58,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
659,male,group D,associate's degree,standard,none,90,87,85,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
660,male,group C,some college,free/reduced,none,74,77,73,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
661,male,group C,some high school,standard,none,73,66,63,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
662,female,group D,some college,free/reduced,none,55,71,69,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
663,female,group C,high school,standard,none,65,69,67,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
664,male,group D,associate's degree,standard,none,80,63,63,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
665,female,group C,some high school,free/reduced,completed,50,60,60,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
666,female,group C,some college,free/reduced,completed,63,73,71,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
667,female,group B,bachelor's degree,free/reduced,none,77,85,87,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
668,male,group C,some college,standard,none,73,74,61,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
669,male,group D,associate's degree,standard,completed,81,72,77,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
670,female,group C,high school,free/reduced,none,66,76,68,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
671,male,group D,associate's degree,free/reduced,none,52,57,50,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
672,female,group C,some college,standard,none,69,78,76,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
673,female,group C,associate's degree,standard,completed,65,84,84,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
674,female,group D,high school,standard,completed,69,77,78,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
675,female,group B,some college,standard,completed,50,64,66,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
676,female,group E,some college,standard,completed,73,78,76,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
677,female,group C,some high school,standard,completed,70,82,76,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
678,male,group D,associate's degree,free/reduced,none,81,75,78,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
679,male,group D,some college,free/reduced,none,63,61,60,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
680,female,group D,high school,standard,none,67,72,74,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
681,male,group B,high school,standard,none,60,68,60,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
682,male,group B,high school,standard,none,62,55,54,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
683,female,group C,some high school,free/reduced,completed,29,40,44,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
684,male,group B,some college,standard,completed,62,66,68,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
685,female,group E,master's degree,standard,completed,94,99,100,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
686,male,group E,some college,standard,completed,85,75,68,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
687,male,group D,associate's degree,free/reduced,none,77,78,73,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
688,male,group A,high school,free/reduced,none,53,58,44,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
689,male,group E,some college,free/reduced,none,93,90,83,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
690,female,group C,associate's degree,standard,none,49,53,53,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
691,female,group E,associate's degree,free/reduced,none,73,76,78,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
692,female,group C,bachelor's degree,free/reduced,completed,66,74,81,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
693,female,group D,associate's degree,standard,none,77,77,73,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
694,female,group C,some high school,standard,none,49,63,56,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
695,female,group D,some college,free/reduced,none,79,89,86,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
696,female,group C,associate's degree,standard,completed,75,82,90,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
697,female,group A,bachelor's degree,standard,none,59,72,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698,female,group D,associate's degree,standard,completed,57,78,79,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
699,male,group C,high school,free/reduced,none,66,66,59,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
700,female,group E,bachelor's degree,standard,completed,79,81,82,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
701,female,group B,some high school,standard,none,57,67,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
702,male,group A,bachelor's degree,standard,completed,87,84,87,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
703,female,group D,some college,standard,none,63,64,67,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
704,female,group B,some high school,free/reduced,completed,59,63,64,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
705,male,group A,bachelor's degree,free/reduced,none,62,72,65,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
706,male,group D,high school,standard,none,46,34,36,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
707,male,group C,some college,standard,none,66,59,52,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
708,male,group D,high school,standard,none,89,87,79,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
709,female,group D,associate's degree,free/reduced,completed,42,61,58,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
710,male,group C,some college,standard,completed,93,84,90,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
711,female,group E,some high school,standard,completed,80,85,85,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
712,female,group D,some college,standard,none,98,100,99,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
713,male,group D,master's degree,standard,none,81,81,84,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
714,female,group B,some high school,standard,completed,60,70,74,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
715,female,group B,associate's degree,free/reduced,completed,76,94,87,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
716,male,group C,associate's degree,standard,completed,73,78,72,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
717,female,group C,associate's degree,standard,completed,96,96,99,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
718,female,group C,high school,standard,none,76,76,74,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
719,male,group E,associate's degree,free/reduced,completed,91,73,80,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
720,female,group C,some college,free/reduced,none,62,72,70,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
721,male,group D,some high school,free/reduced,completed,55,59,59,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
722,female,group B,some high school,free/reduced,completed,74,90,88,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
723,male,group C,high school,standard,none,50,48,42,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
724,male,group B,some college,standard,none,47,43,41,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
725,male,group E,some college,standard,completed,81,74,71,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
726,female,group E,associate's degree,standard,completed,65,75,77,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
727,male,group E,some high school,standard,completed,68,51,57,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
728,female,group D,high school,free/reduced,none,73,92,84,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
729,male,group C,some college,standard,none,53,39,37,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
730,female,group B,associate's degree,free/reduced,completed,68,77,80,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
731,male,group A,some high school,free/reduced,none,55,46,43,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
732,female,group C,some college,standard,completed,87,89,94,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
733,male,group D,some high school,standard,none,55,47,44,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
734,female,group E,some college,free/reduced,none,53,58,57,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
735,male,group C,master's degree,standard,none,67,57,59,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
736,male,group C,associate's degree,standard,none,92,79,84,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
737,female,group B,some college,free/reduced,completed,53,66,73,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
738,male,group D,associate's degree,standard,none,81,71,73,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
739,male,group C,high school,free/reduced,none,61,60,55,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
740,male,group D,bachelor's degree,standard,none,80,73,72,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
741,female,group A,associate's degree,free/reduced,none,37,57,56,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
742,female,group C,high school,standard,none,81,84,82,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
743,female,group C,associate's degree,standard,completed,59,73,72,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
744,male,group B,some college,free/reduced,none,55,55,47,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
745,male,group D,associate's degree,standard,none,72,79,74,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
746,male,group D,high school,standard,none,69,75,71,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
747,male,group C,some college,standard,none,69,64,68,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
748,female,group C,bachelor's degree,free/reduced,none,50,60,59,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
749,male,group B,some college,standard,completed,87,84,86,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
750,male,group D,some high school,standard,completed,71,69,68,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
751,male,group E,some college,standard,none,68,72,65,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
752,male,group C,master's degree,free/reduced,completed,79,77,75,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
753,female,group C,some high school,standard,completed,77,90,85,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
754,male,group C,associate's degree,free/reduced,none,58,55,53,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
755,female,group E,associate's degree,standard,none,84,95,92,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
756,male,group D,some college,standard,none,55,58,52,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
757,male,group E,bachelor's degree,free/reduced,completed,70,68,72,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
758,female,group D,some college,free/reduced,completed,52,59,65,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
759,male,group B,some college,standard,completed,69,77,77,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
760,female,group C,high school,free/reduced,none,53,72,64,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
761,female,group D,some high school,standard,none,48,58,54,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
762,male,group D,some high school,standard,completed,78,81,86,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
763,female,group B,high school,standard,none,62,62,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
764,male,group D,some college,standard,none,60,63,59,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
765,female,group B,high school,standard,none,74,72,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
766,female,group C,high school,standard,completed,58,75,77,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
767,male,group B,high school,standard,completed,76,62,60,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
768,female,group D,some high school,standard,none,68,71,75,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
